"","to_npi","from_npi","patient_count","transaction_count","average_day_wait","std_day_wait","hospital_type","pcp_class","pcp_special","to_organization","full_name","credential_text","middle_name","name_prefix_text","name_suffix_text","pcp_communityid","hospital_communityid"
"519",1265445506,1790723013,40,54,42.815,50.948,"General Acute Care Hospital","Internal Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","MARK HOUSTON","M.D.","C","NULL","NULL",1390,1387
"520",1265445506,1619064755,132,190,39.705,58.451,"General Acute Care Hospital","Internal Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","RICHARD LANE","MD","NULL","NULL","NULL",1384,1387
"521",1265445506,1982689279,144,265,20.864,34.205,"General Acute Care Hospital","Internal Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","JEAN TAN","MD","LIM","DR.","NULL",1387,1387
"522",1265445506,1467406314,145,178,46.972,56.333,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","JOEL PHARES","M.D.","NULL","DR.","NULL",1388,1387
"523",1265445506,1467491670,897,1209,21.857,50.505,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","SEAN HUGHES","M.D.","GILLETTE","DR.","NULL",1384,1387
"524",1265445506,1427066489,55,73,29.836,52.379,"General Acute Care Hospital","Internal Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","HEATHER ROWE","MD","D","DR.","NULL",1386,1387
"525",1265445506,1093818981,40,74,35.527,48.21,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","WALTER CLAIR","MD","K","DR.","NULL",1384,1387
"526",1265445506,1831281245,992,1464,13.418,39.751,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","G. FRIESINGER","MD","CHRISTIAN","NULL","NULL",1387,1387
"527",1265445506,1245313741,183,217,6.341,20.653,"General Acute Care Hospital","Internal Medicine","Interventional Cardiology","WILLIAMSON COUNTY HOSPITAL DISTRICT","BRIAN LONG","MD","R","DR.","NULL",1385,1387
"528",1265445506,1659530194,50,75,24.48,40.206,"General Acute Care Hospital","Internal Medicine","Hematology & Oncology","WILLIAMSON COUNTY HOSPITAL DISTRICT","LINDSEY GOODMAN","MD","MARIE","DR.","NULL",1384,1387
"529",1265445506,1447242565,69,94,15.894,35.093,"General Acute Care Hospital","Internal Medicine","Nephrology","WILLIAMSON COUNTY HOSPITAL DISTRICT","KEVIN COX","M.D.","L","NULL","NULL",1386,1387
"530",1265445506,1063449031,252,303,25.073,56.483,"General Acute Care Hospital","Internal Medicine","Gastroenterology","WILLIAMSON COUNTY HOSPITAL DISTRICT","BRAD MALTZ","MD","E","DR.","NULL",1387,1387
"531",1265445506,1760591788,216,430,6.586,25.303,"General Acute Care Hospital","Family Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","ARTHUR WILLIAMS","D.O.","EUGENE","DR.","NULL",1387,1387
"532",1265445506,1194716662,165,330,21.094,37.755,"General Acute Care Hospital","Internal Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","JAMES MCGINLEY","MD","H","NULL","NULL",1387,1387
"533",1265445506,1427251859,162,455,13.523,30.997,"General Acute Care Hospital","Internal Medicine","Nephrology","WILLIAMSON COUNTY HOSPITAL DISTRICT","JENNIFER SANTANA DE LOS SANTOS","M.D.","MARIA","DR.","NULL",1387,1387
"534",1265445506,1831181957,43,60,37.883,55.77,"General Acute Care Hospital","Internal Medicine","Nephrology","WILLIAMSON COUNTY HOSPITAL DISTRICT","JAMES BARR","M.D., PH.D.","GRANT","NULL","NULL",1388,1387
"535",1265445506,1275546061,47,75,41.133,49.871,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","ROB HOOD","MD","R","DR.","NULL",1384,1387
"536",1265445506,1255488052,1205,1703,11.117,35.797,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","BRENT ANDERSON","MD","NULL","NULL","NULL",1387,1387
"537",1265445506,1205827987,57,86,29.058,44.334,"General Acute Care Hospital","Internal Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","TADAYUKI YONEYAMA","MD","NULL","NULL","NULL",1387,1387
"538",1265445506,1578655791,137,213,40.568,52.365,"General Acute Care Hospital","Family Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","JOHN BOONE","M.D.","M","NULL","JR.",1384,1387
"539",1265445506,1538147319,53,89,24.213,40.502,"General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","WILLIAMSON COUNTY HOSPITAL DISTRICT","TERRI JERKINS","M.D.","WOOD","DR.","NULL",1387,1387
"540",1265445506,1134211550,687,1349,14.534,36.947,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","AARON MILSTONE","MD","NULL","NULL","NULL",1387,1387
"541",1265445506,1841201886,185,491,3.668,18.8,"General Acute Care Hospital","Internal Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","AMY SUPPINGER","M.D.","MARIE","NULL","NULL",1387,1387
"542",1265445506,1962450973,102,162,20.858,38.984,"General Acute Care Hospital","Internal Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","SHARON WRIGHT","MD","C","NULL","NULL",1387,1387
"543",1265445506,1396965034,80,130,41.631,64.129,"General Acute Care Hospital","Family Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","KARIN MOOLMAN","M.D.","COETZEE","NULL","NULL",1384,1387
"544",1265445506,1346397205,80,131,19.824,40.025,"General Acute Care Hospital","Internal Medicine","NULL","WILLIAMSON COUNTY HOSPITAL DISTRICT","AMY GANDHI","M.D.","D","NULL","NULL",1387,1387
"545",1265445506,1932296035,35,55,48.8,64.632,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","ROBERT MILLER","MD","NULL","NULL","NULL",1384,1387
"546",1265487193,1477548675,43,68,30.838,56.782,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","ROBERT MANGIALARDI","MD","J","MR.","NULL",1386,1386
"547",1265487193,1275646119,86,157,31.854,55.823,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","BYRON HAITAS","MD","NULL","NULL","NULL",1386,1386
"548",1265487193,1265497788,136,197,3.817,12.288,"General Acute Care Hospital","Family Medicine","NULL","HCA HEALTH SERVICES OF TENNESSEE, INC.","SHANNAH STEEL","D.O.","LEA","DR.","NULL",1386,1386
"549",1265487193,1184620460,480,1055,6.953,23.387,"General Acute Care Hospital","Family Medicine","NULL","HCA HEALTH SERVICES OF TENNESSEE, INC.","JAMES ANDERSON","MD","R","MISS","NULL",1386,1386
"550",1265487193,1578766697,157,202,0,0,"General Acute Care Hospital","Family Medicine","NULL","HCA HEALTH SERVICES OF TENNESSEE, INC.","CHRIS MEHR","MD","NULL","DR.","NULL",1386,1386
"551",1265487193,1285695171,59,78,13.654,23.852,"General Acute Care Hospital","Family Medicine","NULL","HCA HEALTH SERVICES OF TENNESSEE, INC.","SCOTT BROWN","M.D.","DUFF","NULL","NULL",1386,1386
"552",1265487193,1811077712,50,90,17.611,47.253,"General Acute Care Hospital","Family Medicine","NULL","HCA HEALTH SERVICES OF TENNESSEE, INC.","BENJAMIN SHOEMAKER","MD","EDGAR","MR.","NULL",1386,1386
"553",1265487193,1417131715,88,98,41.653,50.372,"General Acute Care Hospital","Internal Medicine","Interventional Cardiology","HCA HEALTH SERVICES OF TENNESSEE, INC.","JOHN RIDDICK","M.D.","ALSTON","DR.","NULL",1386,1386
"554",1285644237,1104890003,50,59,27.661,52.385,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","BRADLEY RUST","MD","S","NULL","NULL",1391,1391
"555",1285644237,1235215518,44,57,20.579,56.795,"General Acute Care Hospital","Internal Medicine","NULL","SUMNER REGIONAL HEALTH SYSTEMS, INC","MATTHEW KING","MD","S","NULL","NULL",1391,1391
"556",1285644237,1356308779,64,95,15.832,43.579,"General Acute Care Hospital","Internal Medicine","NULL","SUMNER REGIONAL HEALTH SYSTEMS, INC","SHARON WILSON","MD","RENEE","NULL","NULL",1391,1391
"557",1285644237,1063739480,56,94,15.298,38.239,"General Acute Care Hospital","Internal Medicine","NULL","SUMNER REGIONAL HEALTH SYSTEMS, INC","JARROD CRAIG","M.D.","FRANKLIN","DR.","NULL",1391,1391
"558",1285644237,1467498279,72,109,16.486,44.025,"General Acute Care Hospital","Internal Medicine","NULL","SUMNER REGIONAL HEALTH SYSTEMS, INC","MOHAN GOUNDER","MD","NULL","NULL","NULL",1391,1391
"559",1285644237,1235101809,63,91,20.473,51.039,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","WILLIAM FAITH","M.D.","T","DR.","NULL",1391,1391
"560",1285644237,1407090236,70,107,26.832,62.407,"General Acute Care Hospital","Internal Medicine","NULL","SUMNER REGIONAL HEALTH SYSTEMS, INC","SEAN DONOVAN","MD","T","NULL","NULL",1391,1391
"561",1285644237,1013179860,57,62,49.21,73.589,"General Acute Care Hospital","Internal Medicine","Interventional Cardiology","SUMNER REGIONAL HEALTH SYSTEMS, INC","GARY YAWN","M.D.","WAYNE","DR.","JR.",1391,1391
"562",1285644237,1902823099,89,393,2.656,16,"General Acute Care Hospital","Internal Medicine","Nephrology","SUMNER REGIONAL HEALTH SYSTEMS, INC","ANUMEET PRIYADARSHI","M.D., M.P.H.","NULL","DR.","NULL",1391,1391
"563",1285644237,1225027014,85,89,46.652,70.088,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","PAUL KUDELKO","DO","EDWARD","DR.","II",1391,1391
"564",1285644237,1053453795,72,103,13.602,34.82,"General Acute Care Hospital","Internal Medicine","NULL","SUMNER REGIONAL HEALTH SYSTEMS, INC","DONALD EZUTEH","M.D.","O.","DR.","NULL",1391,1391
"565",1285644237,1700810371,48,56,31.946,40.9,"General Acute Care Hospital","Internal Medicine","Medical Oncology","SUMNER REGIONAL HEALTH SYSTEMS, INC","DIANNA SHIPLEY","MD","L","NULL","NULL",1391,1391
"566",1285644237,1790891315,70,71,47.254,75.62,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","DONALD RUSSO","M.D.","J","NULL","NULL",1391,1391
"567",1285644237,1730114315,53,73,37.356,68.214,"General Acute Care Hospital","Internal Medicine","Infectious Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","HAROON KHAN","M.D.","NASIR","NULL","NULL",1391,1391
"568",1285644237,1891726303,113,119,17.807,52.43,"General Acute Care Hospital","Internal Medicine","Gastroenterology","SUMNER REGIONAL HEALTH SYSTEMS, INC","JAGDISH NACHNANI","M.D.","SHYAM","NULL","NULL",1391,1391
"569",1285644237,1912979501,57,73,30.041,67.522,"General Acute Care Hospital","Internal Medicine","Gastroenterology","SUMNER REGIONAL HEALTH SYSTEMS, INC","MARK UHL","M.D.","D","DR.","NULL",1391,1391
"570",1285644237,1508838400,96,132,27.091,51.186,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","HERMOGENES BATTAD","M.D.","P","DR.","NULL",1391,1391
"571",1285644237,1275536468,74,77,38.714,65.277,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","MUHAMMAD ASAD","MD","NULL","DR.","NULL",1391,1391
"572",1285644237,1942290333,161,178,20.298,48.054,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","REGINALD DICKERSON","M.D","PEELER","NULL","NULL",1391,1391
"573",1285644237,1558355941,81,292,6.767,30.33,"General Acute Care Hospital","Internal Medicine","Nephrology","SUMNER REGIONAL HEALTH SYSTEMS, INC","JOJU JOSEPH","MD","MATHEWS","NULL","NULL",1391,1391
"574",1285644237,1134410129,66,95,12.611,39.243,"General Acute Care Hospital","Internal Medicine","NULL","SUMNER REGIONAL HEALTH SYSTEMS, INC","KEVIN CHILDERS","M.D.","NULL","DR.","NULL",1391,1391
"575",1285644237,1104933738,91,92,44.196,63.773,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","JUNG LEE","M.D.","H.","NULL","NULL",1391,1391
"576",1295780476,1316944648,60,81,48.716,60.141,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","WILLIAM LEWIS","MD","MICHAEL","DR.","NULL",1391,1385
"577",1295780476,1588655377,225,373,22.265,39.046,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","STEPHEN SCARPERO","MD","CRAIG","DR.","NULL",1385,1385
"578",1295780476,1144383738,64,100,19.54,30.691,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","PAUL DAUGHERTY","MD","S","NULL","NULL",1385,1385
"579",1295780476,1942226519,114,168,44.167,60.176,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HTI MEMORIAL HOSPITAL CORPORATION","PHILLIP WINES","M.D.","A","NULL","NULL",1393,1385
"580",1295780476,1427046622,104,127,27.819,57.797,"General Acute Care Hospital","Internal Medicine","Infectious Disease","HTI MEMORIAL HOSPITAL CORPORATION","LISA LAYA","MD","NULL","DR.","NULL",1400,1385
"581",1295780476,1447679881,282,514,0,0,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","MICHELLE LAW","NULL","ELISA","NULL","NULL",1385,1385
"582",1295780476,1952386401,170,339,12.982,44.515,"General Acute Care Hospital","Internal Medicine","Gastroenterology","HTI MEMORIAL HOSPITAL CORPORATION","RANDY HOWARD","M.D.","NULL","MR.","NULL",1391,1385
"583",1295780476,1427079946,1970,3071,4.825,19.926,"General Acute Care Hospital","Internal Medicine","Clinical Cardiac Electrophysiology","HTI MEMORIAL HOSPITAL CORPORATION","CHRISTOPHER CONLEY","M.D.","N","DR.","NULL",1385,1385
"584",1295780476,1053337717,2048,3082,3.23,18.425,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HTI MEMORIAL HOSPITAL CORPORATION","SUNIL KAZA","M.D.","C","DR.","NULL",1385,1385
"585",1295780476,1811104003,181,272,12.658,37.23,"General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","SHILPA CARLSON","DO","REDDY","NULL","NULL",1391,1385
"586",1295780476,1750524260,44,81,23.025,47.716,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","FATIMAH SYED","M.D.","BACHA","MRS.","NULL",1385,1385
"587",1295780476,1336147685,544,1593,2.693,16.839,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","HTI MEMORIAL HOSPITAL CORPORATION","ORLANDO RODRIGUEZ","M.D.","NULL","NULL","NULL",1385,1385
"588",1295780476,1376635052,100,165,18.527,42.98,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","JAMES COUCH","M.D.","C","NULL","III",1388,1385
"589",1295780476,1063739480,352,919,0.922,9.479,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","JARROD CRAIG","M.D.","FRANKLIN","DR.","NULL",1391,1385
"590",1295780476,1710032255,42,51,40.706,61.083,"General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","DOUGLAS LINFERT","M.D.","R","NULL","NULL",1386,1385
"591",1295780476,1578615522,54,73,46.699,53.473,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","PAUL LEAVITT","M.D.","J.","NULL","NULL",1391,1385
"592",1295780476,1336230424,178,358,21.358,41.171,"General Acute Care Hospital","Internal Medicine","Hematology & Oncology","HTI MEMORIAL HOSPITAL CORPORATION","WILLIAM LIGGETT","MD","H","NULL","NULL",1391,1385
"593",1295780476,1770538738,245,529,13.212,29.94,"General Acute Care Hospital","Internal Medicine","Hematology & Oncology","HTI MEMORIAL HOSPITAL CORPORATION","EDWARD BARNES","M.D.","KIRK","NULL","NULL",1385,1385
"594",1295780476,1972658060,1949,2834,2.702,16.369,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HTI MEMORIAL HOSPITAL CORPORATION","TERRY KETCH","M.D.","ROBERT","DR.","NULL",1385,1385
"595",1295780476,1285615278,82,109,46.706,56.344,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","TONY FREEMAN","MD","A","MR.","NULL",1385,1385
"596",1295780476,1124175922,262,431,22.22,47.488,"General Acute Care Hospital","Internal Medicine","Gastroenterology","HTI MEMORIAL HOSPITAL CORPORATION","EDWARD WHITE","MD","NULL","NULL","NULL",1385,1385
"597",1295780476,1376506337,622,1447,0,0,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","DANIEL GORDON","MD","J","DR.","NULL",1385,1385
"598",1295780476,1487644522,110,173,25.89,49.207,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","PAUL YIM","M. D.","S","DR.","NULL",1385,1385
"599",1295780476,1245313741,917,1210,10.716,38.98,"General Acute Care Hospital","Internal Medicine","Interventional Cardiology","HTI MEMORIAL HOSPITAL CORPORATION","BRIAN LONG","MD","R","DR.","NULL",1385,1385
"600",1295780476,1740252642,92,177,2.593,12.21,"General Acute Care Hospital","Internal Medicine","Infectious Disease","HTI MEMORIAL HOSPITAL CORPORATION","GERARD SHU TANGYIE","MD","Y","DR.","NULL",1385,1385
"601",1295780476,1992770929,36,51,42.039,48.478,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","JOSEPH TAYLOR","M.D.","G","DR.","NULL",1391,1385
"602",1295780476,1609840131,76,122,31.967,40.602,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","PETER GELESKIE","M.D.","T.","DR.","NULL",1385,1385
"603",1295780476,1578677274,67,107,27.636,43.609,"General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","RANJAN CHANDA","M.D.","NULL","NULL","NULL",1386,1385
"604",1295780476,1952415499,762,1057,0,0,"General Acute Care Hospital","Internal Medicine","Critical Care Medicine","HTI MEMORIAL HOSPITAL CORPORATION","ALBERTO GONZALEZ-BERNAL","MD","NULL","NULL","NULL",1385,1385
"605",1295780476,1417011008,49,66,45.545,66.586,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","GILBERT BAZALDUA","M.D.","NULL","DR.","NULL",1391,1385
"606",1295780476,1447256490,44,59,37.864,40.504,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","ROBERT FERLAND","M.D.","GUY","DR.","NULL",1391,1385
"607",1295780476,1073856696,837,2192,0,0,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","BRYAN OVERCARSH","M.D.","SCOTT","NULL","NULL",1385,1385
"608",1295780476,1700810371,44,54,43,51.299,"General Acute Care Hospital","Internal Medicine","Medical Oncology","HTI MEMORIAL HOSPITAL CORPORATION","DIANNA SHIPLEY","MD","L","NULL","NULL",1391,1385
"609",1295780476,1750692042,592,1770,0.899,10.144,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","HTI MEMORIAL HOSPITAL CORPORATION","ROBERT MILDENHALL","MD","PRIDAY","MR.","NULL",1385,1385
"610",1295780476,1871770123,38,58,40.069,45.61,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","PHAYTHOUNE CHOTHMOUNETHINH","M.D.","NULL","DR.","NULL",1385,1385
"611",1295780476,1588684104,66,99,38.172,47.44,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","JEFFREY JORDAN","MD, MBA","SCOTT","DR.","NULL",1391,1385
"612",1295780476,1407890593,106,146,33.774,55.324,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","FAIZA REHMAN","M.D.","NULL","DR.","NULL",1400,1385
"613",1295780476,1154313708,223,401,9.773,25.738,"General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","B. DUNN","M.D.","RENTZ","NULL","JR.",1393,1385
"614",1295780476,1083665962,92,197,14.066,42.789,"General Acute Care Hospital","Internal Medicine","Gastroenterology","HTI MEMORIAL HOSPITAL CORPORATION","SCOTT HANDE","MD","ALAN","MR.","NULL",1391,1385
"615",1295780476,1720079114,193,247,6.3,26.865,"General Acute Care Hospital","Internal Medicine","Infectious Disease","HTI MEMORIAL HOSPITAL CORPORATION","JAYESH PATEL","MD","AMBUBHAI","DR.","NULL",1385,1385
"616",1295780476,1548571052,40,55,23.4,37.702,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","ALICIA JACKSON","D.O.","PINSON","DR.","NULL",1391,1385
"617",1295780476,1184697898,115,172,37.064,45.788,"General Acute Care Hospital","Family Medicine","Geriatric Medicine","HTI MEMORIAL HOSPITAL CORPORATION","KENNETH DOZIER","MD","C.","DR.","NULL",1385,1385
"618",1295780476,1174565543,38,63,37.698,51.858,"General Acute Care Hospital","Internal Medicine","Hematology & Oncology","HTI MEMORIAL HOSPITAL CORPORATION","HABIB DOSS","MD","NULL","NULL","NULL",1393,1385
"619",1295780476,1801894142,680,1678,3.781,18.847,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","HTI MEMORIAL HOSPITAL CORPORATION","MURRAY ARONS","M.D.","M","NULL","NULL",1385,1385
"620",1295780476,1841266582,188,411,13.871,25.968,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","INDUMEET BAL","MD","BHATIA","NULL","NULL",1385,1385
"621",1295780476,1629094438,42,71,28.761,40.08,"General Acute Care Hospital","Internal Medicine","Hematology & Oncology","HTI MEMORIAL HOSPITAL CORPORATION","LAURA MCCLURE BARNES","M.D.","F","NULL","NULL",1391,1385
"622",1295780476,1447242565,52,73,46.37,66.713,"General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","KEVIN COX","M.D.","L","NULL","NULL",1386,1385
"623",1295780476,1326046673,541,1540,3.681,18.496,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","HTI MEMORIAL HOSPITAL CORPORATION","BARRETT CONNER","M.D.","D","NULL","NULL",1385,1385
"624",1295780476,1083609481,60,96,35.292,45.889,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","HARRY BONNAIRE","M.D.","JOSEPH","NULL","NULL",1385,1385
"625",1295780476,1255355277,49,68,34.706,47.508,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","ROBERT KRAUTH","MD","J","NULL","NULL",1391,1385
"626",1295780476,1043294747,50,84,17.345,25.432,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","FRED NORDQUIST","M.D.","A","DR.","NULL",1391,1385
"627",1295780476,1720241318,200,434,5.68,24.878,"General Acute Care Hospital","Internal Medicine","Gastroenterology","HTI MEMORIAL HOSPITAL CORPORATION","KRISTIN GAFFNEY","DO","A","MISS","NULL",1385,1385
"628",1295780476,1922394840,740,1860,0.02,0.858,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","TRAVIS GRAVES","M.D.","RAY","DR.","NULL",1385,1385
"629",1295780476,1386707446,118,229,18.245,32.056,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","ROBERT PILKINTON","MD","D","NULL","NULL",1385,1385
"630",1295780476,1104818889,505,1494,8.616,28.199,"General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","GREGORY ROWBATHAM","M.D.","P.","NULL","NULL",1385,1385
"631",1295780476,1932128782,49,82,36.476,43.561,"General Acute Care Hospital","Internal Medicine","Clinical Cardiac Electrophysiology","HTI MEMORIAL HOSPITAL CORPORATION","ROBERT PICKETT","M.D.","ANDREW","NULL","NULL",1393,1385
"632",1295780476,1871696096,61,89,32.944,36.648,"General Acute Care Hospital","Internal Medicine","Rheumatology","HTI MEMORIAL HOSPITAL CORPORATION","MOHAMMAD ALI","M.D","FAROOQ","DR.","NULL",1391,1385
"633",1295780476,1053519785,55,61,46.623,57.758,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HTI MEMORIAL HOSPITAL CORPORATION","JONATHAN HODA","M.D.","ANDREW","DR.","NULL",1400,1385
"634",1295780476,1063506921,56,69,46.058,56.94,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","JOHN PENNINGTON","M.D.","MARK","MR.","NULL",1391,1385
"635",1295780476,1245368943,267,617,8.172,31.1,"General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","SUNDARARAJAN VENKATESH","M.D.","NULL","NULL","NULL",1391,1385
"636",1295780476,1801866199,84,107,41.112,54.203,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","JOHN BAITES","M.D.","E","DR.","JR.",1391,1385
"637",1295780476,1801888060,41,51,48.255,64.023,"General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","VINITA ANAND","M.D.","NULL","NULL","NULL",1393,1385
"638",1295780476,1568453207,168,285,22.618,38.024,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","JULIE DUNN","MD","RENEE","DR.","NULL",1385,1385
"639",1295780476,1255301800,214,328,32.921,50.003,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","THOMAS MILLER","MD","B","NULL","NULL",1400,1385
"640",1295780476,1730490475,191,337,18.169,35.73,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","JESSICA PREST","M.D.","LUNDIN","MS.","NULL",1385,1385
"641",1295780476,1750390530,181,335,21.752,38.489,"General Acute Care Hospital","Internal Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","THOMAS ZIMMERMAN","MD","F","DR.","NULL",1385,1385
"642",1295780476,1699737056,92,160,23.494,36.079,"General Acute Care Hospital","Family Medicine","NULL","HTI MEMORIAL HOSPITAL CORPORATION","DONALD SPISAK","DO","A","DR.","NULL",1385,1385
"643",1295780476,1184612921,183,337,19.688,44.252,"General Acute Care Hospital","Family Medicine","Geriatric Medicine","HTI MEMORIAL HOSPITAL CORPORATION","DONALD VOLLMER","M.D.","E","NULL","II",1385,1385
