npi,communityId
1538147319,1413
1538150156,1391
1538150289,1391
1538256672,1382
1538268974,1382
1538324496,1391
1538363023,1388
1538385091,1384
1548225444,1386
1548251242,1391
1548251705,1396
1548286396,1397
1548317498,1413
1548332505,1386
1548366222,1396
1548378805,1413
1548460066,1382
1548464027,1382
1548557150,1386
1548571052,1389
1548581598,1389
1558309971,1388
1558315168,1388
1558355941,1389
1558384099,1393
1558386771,1396
1558408633,1382
1558448423,1393
1558458687,1382
1558461970,1384
1558565093,1382
1558652388,1382
1558653923,1386
1568406411,1391
1568406783,1393
1568410363,1384
1568415164,1393
1568448736,1389
1568453207,1381
1568455517,1386
1568465623,1382
1568488708,1388
1568551455,1403
1568559698,1382
1578501904,1384
1578530796,1403
1578531174,1386
1578531851,1386
1578555611,1406
1578591756,1386
1578597704,1413
1578597902,1393
1578604906,1391
1578615522,1389
1578650602,1382
1578655791,1382
1578677274,1384
1578692695,1384
1578728283,1386
1578766697,1384
1578857017,1386
1588655021,1388
1588655153,1391
1588655377,1381
1588684104,1389
1588738744,1389
1588788301,1396
1588789044,1388
1588807168,1382
1588822803,1382
1588899082,1384
1588928980,1393
1598007049,1382
1598021073,1386
1598022493,1382
1598718330,1396
1598719536,1388
1598723645,1384
1598736266,1393
1598738205,1382
1598750523,1382
1598750697,1384
1598812455,1388
1598833808,1382
1598863011,1382
1598871642,1391
1598887473,1393
1598926248,1413
1598938060,1382
1598973273,1393
1609295351,1391
1609840131,1381
1609844489,1393
1609848738,1391
1609963727,1382
1609968015,1382
1609970797,1388
1619004066,1382
1619024429,1382
1619051729,1382
1619064755,1382
1619075207,1388
1619180403,1396
1619199486,1382
1619254141,1391
1619269008,1391
1619906856,1393
1619916970,1388
1619945292,1396
1619969482,1393
1629025648,1388
1629039292,1386
1629040522,1389
1629064738,1388
1629068556,1382
1629094438,1389
1629160056,1382
1629176573,1382
1629202593,1396
1639112048,1384
1639123615,1381
1639125560,1397
1639151400,1393
1639186349,1391
1639201130,1388
1639226517,1382
1639249774,1384
1639261068,1382
1639266737,1382
1639278062,1382
1639314776,1391
1639343346,1382
1639362171,1382
1639497779,1397
1649212598,1389
1649217969,1382
1649218819,1388
1649262338,1391
1649274515,1391
1649278474,1388
1649293390,1393
1649327446,1382
1649327537,1382
1649362062,1382
1649368366,1382
1649426016,1393
1649480237,1397
1649566258,1388
1649659582,1406
1649680406,1382
1659342384,1388
1659362002,1382
1659375228,1388
1659425940,1382
1659428456,1382
1659428548,1389
1659466381,1382
1659473452,1393
1659474336,1386
1659514354,1382
1659530194,1382
1659570760,1382
1659588929,1393
1659631299,1386
1659639847,1389
1659647899,1382
1659710077,1391
1659714798,1384
1669433090,1413
1669443875,1393
1669463337,1391
1669470555,1396
1669473716,1382
1669529525,1382
1669529616,1382
1669554556,1382
1669556148,1384
1669567897,1389
1669615639,1382
1669657763,1382
1669793865,1389
1669799532,1393
1679511554,1382
1679515431,1388
1679517445,1393
1679521090,1391
1679539886,1384
1679546717,1396
1679557565,1389
1679558738,1389
1679568364,1384
1679576839,1391
1679620470,1388
1679657787,1382
1679663785,1393
1679665095,1413
1679667521,1389
1679689285,1389
1679702716,1388
1679832661,1389
1679832950,1403
1679835441,1382
1679924005,1381
1689647489,1384
1689653461,1403
1689677619,1397
1689686503,1382
1689694887,1393
1689764383,1382
1689784555,1386
1689841744,1382
1689891889,1386
1699088096,1391
1699099663,1382
1699194688,1382
1699722371,1382
1699734798,1413
1699737056,1381
1699760587,1384
1699773150,1391
1699815282,1382
1699834903,1389
1699861559,1384
1699947655,1382
1700029493,1384
1700080298,1382
1700105319,1382
1700267218,1393
1700810371,1389
1700823713,1393
1700827763,1391
1700839263,1388
1700846334,1393
1700852688,1382
1700871191,1386
1700933504,1382
1700959871,1384
1700978129,1382
1710008651,1396
1710032255,1384
1710058136,1386
1710086152,1382
1710100656,1391
1710115159,1382
1710177654,1382
1710270194,1382
1710368220,1388
1710920467,1388
1710968037,1396
1710975248,1384
1710998760,1382
1720020761,1386
1720029101,1389
1720032345,1384
1720033038,1382
1720034127,1389
1720079114,1381
1720144454,1391
1720158868,1384
1720181738,1384
1720195878,1393
1720203417,1382
1720241185,1388
1720241318,1381
1720282205,1382
1720284086,1382
1720340193,1396
1720371594,1393
1720493927,1389
1730102278,1393
1730114315,1389
1730115981,1382
1730126574,1384
1730145640,1388
1730224320,1396
1730236613,1388
1730241084,1396
1730241159,1393
1730276874,1382
1730292913,1393
1730295742,1382
1730345505,1384
1730474321,1388
1730490475,1381
1740221878,1382
1740240902,1386
1740252642,1381
1740258011,1386
1740262104,1388
1740271170,1388
1740271402,1388
1740275221,1391
1740288810,1396
1740311521,1389
1740365253,1382
1740484229,1382
1740487305,1382
1750324315,1386
1750328852,1384
1750338539,1403
1750368403,1393
1750376786,1391
1750384780,1397
1750389607,1396
1750390530,1381
1750394060,1382
1750444139,1389
1750480182,1382
1750494969,1386
1750524260,1381
1750524856,1397
1750608113,1397
1750692042,1381
1750701900,1391
1750796447,1396
1760414429,1389
1760475396,1388
1760478192,1384
1760574610,1386
1760579874,1382
1760591788,1413
1760643803,1382
1760682280,1382
1760702658,1382
1760725915,1396
1760749030,1382
1760762348,1384
1770519704,1388
1770521502,1388
1770525107,1393
1770538738,1381
1770557159,1382
1770575607,1406
1770578882,1413
1770582140,1388
1770639619,1393
1770640187,1391
1770711657,1382
1770774754,1384
1770842759,1396
1780623579,1388
1780641191,1382
1780654285,1393
1780667006,1389
1780685743,1396
1780715342,1396
1780776104,1382
1780778969,1391
1780804336,1382
1780819375,1393
1780837203,1382
1780904631,1386
1790001410,1382
1790708097,1396
1790710374,1396
1790723013,1388
1790729887,1391
1790736759,1382
1790753259,1396
1790754646,1381
1790757821,1384
1790758514,1393
1790766590,1393
1790770378,1389
1790776672,1384
1790833267,1384
1790869808,1382
1790884138,1382
1790891315,1389
1801007596,1393
1801030523,1384
1801086665,1382
1801820519,1384
1801829114,1384
1801866199,1389
1801880737,1384
1801888060,1391
1801894142,1381
1801943600,1384
1801973490,1384
1801996012,1388
1811044787,1396
1811077712,1384
1811089238,1382
1811104003,1389
1811158942,1393
1811200033,1397
1811905409,1384
1811928385,1382
1811935612,1403
1811985815,1393
1821066341,1397
1821069501,1389
1821080961,1406
1821110933,1382
1821145624,1384
1821180241,1382
1821185935,1382
1821185968,1382
1821257502,1386
1821269465,1384
1821301920,1382
1821302597,1382
1821350349,1396
1821386525,1396
1831101708,1382
1831121011,1382
1831122860,1393
1831123488,1389
1831139799,1388
1831149152,1391
1831169069,1397
1831172618,1382
1831181957,1386
1831186188,1403
1831262385,1382
1831269406,1393
1831281245,1413
1831287630,1393
1831289255,1388
1831345669,1386
1841201886,1413
1841225661,1393
1841237450,1388
1841266582,1381
1841278157,1403
1841282779,1406
1841347705,1382
1841347721,1382
1841360930,1393
1841387941,1391
1841387974,1382
1841418860,1391
1841566056,1382
1851303788,1382
1851318562,1382
1851329445,1413
1851345755,1396
1851362628,1393
1851382568,1413
1851382618,1413
1851384747,1386
1851407548,1386
1851443063,1382
1851474092,1384
1851483275,1382
1851488985,1382
1851490288,1382
1851554836,1396
1851617021,1382
1861405409,1393
1861430621,1388
1861437063,1389
1861451338,1393
1861452138,1384
1861464430,1396
1861479545,1386
1861485039,1389
1861496838,1382
1861497570,1384
1861507782,1386
1861541351,1389
1861576977,1382
1861639031,1386
1861668907,1384
1861689432,1393
1861751703,1391
1861888182,1382
1871521922,1413
1871530832,1397
1871539502,1384
1871565457,1389
1871565465,1389
1871573196,1391
1871577445,1382
1871584532,1391
1871589473,1396
1871614370,1384
1871634204,1382
1871634295,1382
1871644781,1413
1871677971,1382
1871685297,1382
1871685743,1388
1871696096,1389
1871756080,1384
1871770123,1381
1881012664,1393
1881089795,1384
1881619609,1403
1881624450,1393
1881638179,1391
1881638971,1391
1881639136,1391
1881642791,1393
1881642809,1384
1881646073,1396
1881673093,1396
1881803492,1389
1881836856,1384
1881850667,1386
1891000923,1386
1891011896,1382
1891114443,1382
1891132767,1403
1891708012,1386
1891725479,1397
1891726303,1389
1891738225,1413
1891749420,1396
1891767794,1389
1891773057,1386
1891782454,1384
1891788840,1386
1891842787,1382
1891843975,1382
1891861506,1389
1891879904,1382
1891887204,1382
1891887212,1382
1891887659,1386
1891963591,1391
1902004005,1391
1902007107,1384
1902013410,1396
1902035371,1386
1902062391,1393
1902070238,1388
1902075500,1393
1902078041,1386
1902162431,1388
1902192008,1382
1902196165,1386
1902224041,1393
1902328362,1391
1902812571,1396
1902823099,1389
1902842412,1384
1902858574,1389
1902953706,1388
1902993009,1382
1912016650,1382
1912060468,1386
1912060906,1382
1912099342,1382
1912101494,1388
1912166752,1386
1912276890,1393
1912325150,1393
1912388422,1388
1912947318,1388
1912954231,1388
1912970021,1391
1912977430,1381
1912979501,1389
1912989989,1396
1922045137,1388
1922048883,1384
1922092535,1384
1922155811,1382
1922195056,1382
1922196435,1413
1922241959,1384
1922251982,1382
1922278126,1388
1922280692,1397
1922285337,1388
1922319037,1396
1922394840,1381
1922444363,1384
1932102670,1397
1932128782,1391
1932139474,1413
1932146032,1384
1932153244,1382
1932170750,1393
1932172624,1388
1932179389,1396
1932180007,1382
1932188554,1386
1932190360,1396
1932274503,1393
1932283041,1382
1932296035,1382
1932296043,1382
1932321395,1382
1932331550,1388
1932372505,1391
1932381795,1382
1932477171,1413
1942203120,1391
1942203849,1413
1942203963,1391
1942226519,1391
1942245683,1382
1942252952,1396
1942255575,1396
1942268693,1382
1942290333,1389
1942295035,1384
1942299359,1393
1942314075,1396
1942348081,1382
1942357819,1382
1942364948,1382
1942384821,1382
1942397054,1382
1942412358,1393
1942429816,1388
1942442710,1381
1942594932,1393
1942620232,1393
1942676432,1413
1952304966,1397
1952304990,1413
1952307233,1391
1952345001,1391
1952353054,1396
1952386393,1393
1952386401,1389
1952397606,1388
1952404402,1393
1952415499,1381
1952454332,1388
1952485062,1382
1952493371,1382
1952590705,1382
1952629867,1384
1952689135,1382
1952737439,1382
1962409433,1406
1962450973,1413
1962470567,1386
1962490359,1393
1962497867,1384
1962499582,1384
1962515023,1386
1962632968,1386
1962645259,1396
1962656322,1386
1962662858,1393
1962664680,1393
1962778167,1388
1962816207,1403
1972548220,1391
1972573038,1393
1972658060,1381
1972674968,1393
1972708667,1386
1972718104,1391
1972749174,1393
1972805414,1382
1982614814,1388
1982644886,1388
1982650024,1396
1982661617,1393
1982672507,1393
1982689279,1413
1982692844,1382
1982703328,1413
1982724076,1389
1982751707,1382
1982796306,1382
1982829297,1386
1982922878,1382
1982961025,1382
1982999694,1382
1992091995,1393
1992125983,1382
1992148696,1382
1992770929,1389
1992776405,1393
1992790091,1384
1992852792,1382
1992861314,1391
1992897326,1382
1992985949,1384
